id;status;code;is_international;int_name;ru_name
322232;Данные подтверждены;17;True;Web Design and Development;Веб-дизайн и разработка
32334;Данные в процессе проверки;R58;False;Excursion and Sightseeing Services;Организация экскурсионных услуг
323385;Данные в процессе проверки;T10;False;Internet marketing;Интернет-маркетинг
323410;Данные подтверждены;R6;False;Chemical Laboratory Technology;Лабораторный химический анализ
323552;Данные подтверждены;R11;True;Entrepreneurship;Предпринимательство
323688;Данные в процессе проверки;;;;
323990;Данные подтверждены;R21;False;Primary School Teaching;Преподавание в младших классах
324040;Данные в процессе проверки;R42;False;Industrial Design Technology;Промышленный дизайн
324415;Данные подтверждены;17;True;Web Design and Development;Веб-дизайн и разработка
324559;Данные в процессе проверки;;;;
324738;Данные в процессе проверки;35;True;Restaurant Service;Ресторанный сервис
32503;Данные в процессе проверки;T20;False;;Менеджер по продаже
325465;Данные подтверждены;R11;True;Entrepreneurship;Предпринимательство
325964;Данные в процессе проверки;R24;False;;Программирование
325964;Данные в процессе проверки;39;True;IT Network Systems Administration;Сетевое и системное администрирование
326059;Данные в процессе проверки;R63;False;Social Work;Социальная работа
326059;Данные в процессе проверки;R45;False;;Специалист по организационному и документационному обеспечению управления организации
326193;Данные подтверждены;;;;
326649;Данные в процессе проверки;;False;Без компетенции;Без компетенции
326840;Данные в процессе проверки;R41;False;;Бухгалтерский учет
326863;Данные в процессе проверки;R40;False;;Банковский клиентский менеджер
326866;Данные в процессе проверки;;;;
326911;Данные подтверждены;E57;True;Hotel receptioning;Администрирование отеля
327129;Данные в процессе проверки;;;;
327216;Данные в процессе проверки;R95;False;Manufacturing Process Engineer;Инженер-технолог машиностроения
327755;Данные в процессе проверки;02;True;Information Network Cabling;Информационные кабельные сети
327870;Данные в процессе проверки;R80;False;;Строительство и ремонт инфраструктурных объектов железнодорожного транспорта
328627;Данные подтверждены;R11;True;Entrepreneurship;Предпринимательство
329480;Данные в процессе проверки;R63;False;Social Work;Социальная работа
329598;Данные в процессе проверки;R10;False;Rescue Service;Спасательные работы
329643;Данные подтверждены;34;True;Cooking;Поварское дело
3297;Данные в процессе проверки;;;;
329865;Данные в процессе проверки;E57;True;Hotel receptioning;Администрирование отеля
329933;Данные в процессе проверки;T17;False;;Специалист по страховому делу
330147;Данные подтверждены;R9;False;Tourism;Туризм
330519;Данные в процессе проверки;R11;True;Entrepreneurship;Предпринимательство
330738;Данные подтверждены;;;;
331286;Данные в процессе проверки;;;;
332284;Данные в процессе проверки;R95;False;Manufacturing Process Engineer;Инженер-технолог машиностроения
332492;Данные подтверждены;R21;False;Primary School Teaching;Преподавание в младших классах
332580;Данные в процессе проверки;R41;False;;Бухгалтерский учет
332851;Данные в процессе проверки;;;;
334026;Данные в процессе проверки;32J;False;Patisserie and Confectionery;Кондитерское дело - Юниоры
334101;Данные подтверждены;41;True;Health and Social Care;Медицинский и социальный уход
334112;Данные в процессе проверки;;;;
334581;Данные в процессе проверки;18;True;Electrical Installations;Электромонтаж
335210;Данные подтверждены;;;;
335227;Данные подтверждены;12;True;Wall and Floor Tiling;Облицовка плиткой
336473;Данные подтверждены;R9;False;Tourism;Туризм
336634;Данные в процессе проверки;E57G;False;Hotel receptioning;Администрирование отеля - навыки мудрых
336634;Данные в процессе проверки;R92;False;Agronomy;Агрономия
336794;Данные в процессе проверки;;;;
337859;Данные в процессе проверки;;;;
337987;Данные в процессе проверки;R34;False;;Архитектурный дизайн
338089;Данные в процессе проверки;18;True;Electrical Installations;Электромонтаж
338383;Данные в процессе проверки;R94;False;Engineering design;Инженерное проектирование
338442;Данные подтверждены;47;True;Bakery;Хлебопечение
338469;Данные в процессе проверки;18J;False;Electrical Installations;Электромонтаж - Юниоры (14-16)
338647;Данные в процессе проверки;18;True;Electrical Installations;Электромонтаж
338775;Данные в процессе проверки;R99;False;Oil and gas mining;Добыча нефти и газа
338908;Данные в процессе проверки;;;;
338959;Данные в процессе проверки;R6;False;Chemical Laboratory Technology;Лабораторный химический анализ
339584;Данные в процессе проверки;R55;False;;Дорожное строительство
339777;Данные в процессе проверки;;;;
340037;Данные подтверждены;09;True;IT Software Solutions for Business;Программные решения для бизнеса
340037;Данные подтверждены;17;True;Web Design and Development;Веб-дизайн и разработка
341617;Данные в процессе проверки;44J;False;Visual Merchandising;Визуальный мерчендайзинг - Юниоры
341623;Данные в процессе проверки;05;True;Mechanical Engineering CAD;Инженерный дизайн CAD
341623;Данные в процессе проверки;R94;False;Engineering design;Инженерное проектирование
342160;Данные в процессе проверки;;;;
342459;Данные в процессе проверки;32;True;Patisserie and Confectionery;Кондитерское дело
342984;Данные подтверждены;05;True;Mechanical Engineering CAD;Инженерный дизайн CAD
343465;Данные в процессе проверки;40;True;Graphic Design Technology;Графический дизайн
343480;Данные подтверждены;R21;False;Primary School Teaching;Преподавание в младших классах
343532;Данные в процессе проверки;;;;
343849;Данные в процессе проверки;19;True;Industrial Control;Промышленная автоматика
343849;Данные в процессе проверки;R99;False;Oil and gas mining;Добыча нефти и газа
343849;Данные в процессе проверки;01;True;Polymechanics and Automation;Полимеханика и автоматизация
344026;Данные в процессе проверки;R99;False;Oil and gas mining;Добыча нефти и газа
344287;Данные в процессе проверки;R4;False;Preschool Education;Дошкольное воспитание
344514;Данные подтверждены;R21;False;Primary School Teaching;Преподавание в младших классах
344659;Данные в процессе проверки;R74;False;Excavator operator;Управление экскаватором
344943;Данные в процессе проверки;R40;False;;Банковский клиентский менеджер
345210;Данные в процессе проверки;;;;
345226;Данные в процессе проверки;;;;
34529;Данные подтверждены;05;True;Mechanical Engineering CAD;Инженерный дизайн CAD
345654;Данные подтверждены;05;True;Mechanical Engineering CAD;Инженерный дизайн CAD
34618;Данные в процессе проверки;;;;
346391;Данные подтверждены;47;True;Bakery;Хлебопечение
347659;Данные подтверждены;45;True;Prototype Modelling;Изготовление прототипов
347659;Данные подтверждены;05;True;Mechanical Engineering CAD;Инженерный дизайн CAD
349989;Данные в процессе проверки;;;;
350142;Данные в процессе проверки;;;;
350433;Данные подтверждены;R99;False;Oil and gas mining;Добыча нефти и газа
350489;Данные подтверждены;41;True;Health and Social Care;Медицинский и социальный уход
350707;Данные в процессе проверки;E57J;False;Hotel receptioning;Администрирование отеля - Юниоры (14-16)
351141;Данные подтверждены;41;True;Health and Social Care;Медицинский и социальный уход
351148;Данные в процессе проверки;18;True;Electrical Installations;Электромонтаж
35155;Данные подтверждены;;;;
351897;Данные в процессе проверки;18;True;Electrical Installations;Электромонтаж
352000;Данные в процессе проверки;21;True;Plastering and Drywall Systems;Сухое строительство и штукатурные работы
352373;Данные подтверждены;R21;False;Primary School Teaching;Преподавание в младших классах
352675;Данные в процессе проверки;R57;False;Music Teaching;Преподавание музыки в школе
352831;Данные в процессе проверки;R41;False;;Бухгалтерский учет
353074;Данные в процессе проверки;32;True;Patisserie and Confectionery;Кондитерское дело
353176;Данные в процессе проверки;R54;False;Space Systems;Инженерия космических систем
353176;Данные в процессе проверки;16;True;Electronics;Электроника
353347;Данные подтверждены;;;;
353452;Данные в процессе проверки;T49;False;Fashion and Accessories Design;Дизайн модной одежды и аксессуаров
353532;Данные в процессе проверки;;False;Без компетенции;Без компетенции
353682;Данные в процессе проверки;;;;
35378;Данные подтверждены;R4;False;Preschool Education;Дошкольное воспитание
35413;Данные подтверждены;;;;
354423;Данные в процессе проверки;;;;
354653;Данные в процессе проверки;R21;False;Primary School Teaching;Преподавание в младших классах
35509;Данные в процессе проверки;R34;False;;Архитектурный дизайн
35509;Данные в процессе проверки;E53G;False;Agricultural Machinery andTractors Operation;Эксплуатация сельскохозяйственных машин - Навыки мудрых
35509;Данные в процессе проверки;T48;False;;Банковское дело
35509;Данные в процессе проверки;T20;False;;Менеджер по продаже
35509;Данные в процессе проверки;40;True;Graphic Design Technology;Графический дизайн
355131;Данные в процессе проверки;40;True;Graphic Design Technology;Графический дизайн
355456;Данные в процессе проверки;R95;False;Manufacturing Process Engineer;Инженер-технолог машиностроения
355647;Данные в процессе проверки;T3;False;Document Support of Management and Archive Science;Документационное обеспечение управления и архивоведение
355647;Данные в процессе проверки;R91;False;Recruiting;Рекрутинг
35611;Данные в процессе проверки;;;;
356171;Данные в процессе проверки;D1;False;Physical Education, sport and fitness;Физическая культура, спорт и фитнес
356291;Данные в процессе проверки;18;True;Electrical Installations;Электромонтаж
356668;Данные в процессе проверки;;;;
356811;Данные подтверждены;R4;False;Preschool Education;Дошкольное воспитание
356821;Данные в процессе проверки;05;True;Mechanical Engineering CAD;Инженерный дизайн CAD
357010;Данные в процессе проверки;34;True;Cooking;Поварское дело
357523;Данные в процессе проверки;;;;
358131;Данные в процессе проверки;R90;False;Passenger Transport operation;Управление пассажирским транспортом
358485;Данные в процессе проверки;R10;False;Rescue Service;Спасательные работы
358698;Данные подтверждены;39;True;IT Network Systems Administration;Сетевое и системное администрирование
359292;Данные в процессе проверки;R45;False;;Специалист по организационному и документационному обеспечению управления организации
359293;Данные в процессе проверки;D1;False;Physical Education, sport and fitness;Физическая культура, спорт и фитнес
359349;Данные подтверждены;R56;False;Veterinary Medicine;Ветеринария
359826;Данные в процессе проверки;;;;
360594;Данные в процессе проверки;R91;False;Recruiting;Рекрутинг
36080;Данные подтверждены;R6;False;Chemical Laboratory Technology;Лабораторный химический анализ
36093;Данные в процессе проверки;;;;
360967;Данные в процессе проверки;R41;False;;Бухгалтерский учет
361331;Данные в процессе проверки;;;;
361456;Данные в процессе проверки;;;;
362360;Данные в процессе проверки;29;True;Hairdressing;Парикмахерское искусство
362709;Данные в процессе проверки;;;;
362844;Данные в процессе проверки;R6;False;Chemical Laboratory Technology;Лабораторный химический анализ
363504;Данные в процессе проверки;;;;
363531;Данные в процессе проверки;10;True;Welding;Сварочные технологии
363968;Данные в процессе проверки;;;;
364039;Данные в процессе проверки;29;True;Hairdressing;Парикмахерское искусство
364422;Данные подтверждены;F3;False;Virtual and augmented reality (VR/AR);Разработка виртуальной и дополненной реальности
364657;Данные подтверждены;R71;False;IT Software Solutions for Business on the “1C:Enterprise 8” platform;"ИТ-решения для бизнеса на платформе ""1С: Предприятие 8"""
364794;Данные подтверждены;T8;False;Occupational Health and Safety;Охрана труда
36482;Данные в процессе проверки;34;True;Cooking;Поварское дело
365042;Данные в процессе проверки;R80;False;;Строительство и ремонт инфраструктурных объектов железнодорожного транспорта
365437;Данные в процессе проверки;R6;False;Chemical Laboratory Technology;Лабораторный химический анализ
36576;Данные в процессе проверки;T48;False;;Банковское дело
36633;Данные в процессе проверки;R92;False;Agronomy;Агрономия
366788;Данные подтверждены;33;True;Automobile Technology;Ремонт и обслуживание легковых автомобилей
367361;Данные в процессе проверки;23Y;False;Mobile Robotics;Мобильная робототехника - Юниоры (12-14)
367750;Данные в процессе проверки;;;;
367757;Данные в процессе проверки;;;;
367852;Данные в процессе проверки;;;;
368396;Данные в процессе проверки;;;;
368435;Данные в процессе проверки;R6;False;Chemical Laboratory Technology;Лабораторный химический анализ
368696;Данные в процессе проверки;R94;False;Engineering design;Инженерное проектирование
36887;Данные подтверждены;09;True;IT Software Solutions for Business;Программные решения для бизнеса
369369;Данные в процессе проверки;57;False;Interior Design;Дизайн интерьера
369660;Данные в процессе проверки;18;True;Electrical Installations;Электромонтаж
369752;Данные в процессе проверки;R32;False;;Обслуживание электромеханической техники (лифтовое оборудование)
369752;Данные в процессе проверки;R94;False;Engineering design;Инженерное проектирование
369752;Данные в процессе проверки;R48;False;Relay Protection and Automation Devices Maintenance;Обслуживание и ремонт оборудования релейной защиты и автоматики
369752;Данные в процессе проверки;R47;False;Laser Technology;Лазерные технологии
369752;Данные в процессе проверки;R99;False;Oil and gas mining;Добыча нефти и газа
369752;Данные в процессе проверки;10;True;Welding;Сварочные технологии
369752;Данные в процессе проверки;R54;False;Space Systems;Инженерия космических систем
369752;Данные в процессе проверки;19;True;Industrial Control;Промышленная автоматика
369752;Данные в процессе проверки;16;True;Electronics;Электроника
369752;Данные в процессе проверки;03;True;Manufacturing Team Challenge;Командная работа на производстве
369846;Данные в процессе проверки;;;;
370048;Данные в процессе проверки;;;;
370409;Данные подтверждены;18;True;Electrical Installations;Электромонтаж
370409;Данные подтверждены;45;True;Prototype Modelling;Изготовление прототипов
370594;Данные в процессе проверки;T31;False;Make-up and style;Визаж и стилистика
370680;Данные в процессе проверки;D1;False;Physical Education, sport and fitness;Физическая культура, спорт и фитнес
370787;Данные в процессе проверки;R84;True;Water Technology;Водные технологии
371280;Данные в процессе проверки;41;True;Health and Social Care;Медицинский и социальный уход
371431;Данные подтверждены;R4;False;Preschool Education;Дошкольное воспитание
372141;Данные в процессе проверки;;;;
372297;Данные в процессе проверки;28;True;Floristry;Флористика
372557;Данные подтверждены;R67;False;Train Driving;Управление локомотивом
372681;Данные в процессе проверки;;;;
37361;Данные в процессе проверки;R40;False;;Банковский клиентский менеджер
373679;Данные подтверждены;;;;
373774;Данные подтверждены;;;;
373918;Данные подтверждены;40;True;Graphic Design Technology;Графический дизайн
374015;Данные в процессе проверки;R33;False;;Радиосвязь, радиовещание, телевидение
374064;Данные в процессе проверки;;;;
374360;Данные в процессе проверки;T11;False;Law enforcement (police officer);Правоохранительная деятельность (Полицейский)
37486;Данные в процессе проверки;T44;False;Gas Appliance Installation and Maintenance;Монтаж и техническое обслуживание бытового газового оборудования
375402;Данные в процессе проверки;;;;
376026;Данные в процессе проверки;;;;
376095;Данные в процессе проверки;33;True;Automobile Technology;Ремонт и обслуживание легковых автомобилей
376619;Данные в процессе проверки;R53;False;;Моушен-дизайн
377078;Данные подтверждены;40;True;Graphic Design Technology;Графический дизайн
377568;Данные подтверждены;R4;False;Preschool Education;Дошкольное воспитание
377711;Данные в процессе проверки;;;;
378087;Данные в процессе проверки;;;;
378136;Данные подтверждены;R11;True;Entrepreneurship;Предпринимательство
378271;Данные подтверждены;17;True;Web Design and Development;Веб-дизайн и разработка
378591;Данные подтверждены;R71;False;IT Software Solutions for Business on the “1C:Enterprise 8” platform;"ИТ-решения для бизнеса на платформе ""1С: Предприятие 8"""
378825;Данные подтверждены;R21;False;Primary School Teaching;Преподавание в младших классах
379844;Данные в процессе проверки;T9;False;Agricultural biotechnology;Сельскохозяйственные биотехнологии
380283;Данные в процессе проверки;R29;False;;Логистика
381240;Данные подтверждены;;;;
381855;Данные в процессе проверки;;;;
38228;Данные в процессе проверки;;;;
382376;Данные в процессе проверки;R11;True;Entrepreneurship;Предпринимательство
382505;Данные в процессе проверки;R9;False;Tourism;Туризм
382737;Данные в процессе проверки;R94;False;Engineering design;Инженерное проектирование
382793;Данные подтверждены;;;;
382841;Данные подтверждены;18;True;Electrical Installations;Электромонтаж
383636;Данные в процессе проверки;R11;True;Entrepreneurship;Предпринимательство
38393;Данные в процессе проверки;E57;True;Hotel receptioning;Администрирование отеля
384428;Данные в процессе проверки;T10;False;Internet marketing;Интернет-маркетинг
384617;Данные в процессе проверки;T43;False;Apartment building operation and maintenance;Эксплуатация и обслуживание многоквартирного дома
385123;Данные подтверждены;;;;
385254;Данные в процессе проверки;R41;False;;Бухгалтерский учет
385274;Данные в процессе проверки;E57;True;Hotel receptioning;Администрирование отеля
386547;Данные в процессе проверки;;;;
386953;Данные подтверждены;18;True;Electrical Installations;Электромонтаж
387055;Данные в процессе проверки;R78;False;Winemaking;Виноделие
387073;Данные подтверждены;D3;True;Freight forwarding;Экспедирование грузов
387184;Данные в процессе проверки;R99;False;Oil and gas mining;Добыча нефти и газа
387260;Данные в процессе проверки;;;;
387269;Данные в процессе проверки;;;;
387376;Данные в процессе проверки;R2G;False;Medical Analysis Services;Лабораторный медицинский анализ - навыки мудрых
387615;Данные подтверждены;D3;True;Freight forwarding;Экспедирование грузов
387699;Данные в процессе проверки;R94;False;Engineering design;Инженерное проектирование
388125;Данные подтверждены;E57;True;Hotel receptioning;Администрирование отеля
388178;Данные в процессе проверки;T11;False;Law enforcement (police officer);Правоохранительная деятельность (Полицейский)
388220;Данные в процессе проверки;38;True;Refrigeration and Air Conditioning;Холодильная техника и системы кондиционирования
388585;Данные подтверждены;R25;False;Photography;Фотография
389200;Данные в процессе проверки;R11;True;Entrepreneurship;Предпринимательство
389277;Данные подтверждены;D3;True;Freight forwarding;Экспедирование грузов
389425;Данные в процессе проверки;34G;False;Cooking;Поварское дело - Навыки мудрых
389507;Данные подтверждены;12;True;Wall and Floor Tiling;Облицовка плиткой
389660;Данные в процессе проверки;21;True;Plastering and Drywall Systems;Сухое строительство и штукатурные работы
390459;Данные в процессе проверки;;;;
390563;Данные в процессе проверки;;;;
390915;Данные подтверждены;05;True;Mechanical Engineering CAD;Инженерный дизайн CAD
391353;Данные в процессе проверки;;;;
391412;Данные подтверждены;34;True;Cooking;Поварское дело
391433;Данные в процессе проверки;;;;
391488;Данные в процессе проверки;09;True;IT Software Solutions for Business;Программные решения для бизнеса
393100;Данные в процессе проверки;R51;False;Genome Engineering;Геномная инженерия
393468;Данные в процессе проверки;34;True;Cooking;Поварское дело
39385;Данные в процессе проверки;;;;
394333;Данные в процессе проверки;;;;
394470;Данные в процессе проверки;R95;False;Manufacturing Process Engineer;Инженер-технолог машиностроения
394470;Данные в процессе проверки;R24;False;;Программирование
394474;Данные в процессе проверки;;;;
394777;Данные подтверждены;R4;False;Preschool Education;Дошкольное воспитание
395236;Данные в процессе проверки;;;;
395978;Данные в процессе проверки;R94;False;Engineering design;Инженерное проектирование
396297;Данные подтверждены;34;True;Cooking;Поварское дело
39657;Данные в процессе проверки;;;;
396773;Данные в процессе проверки;R21;False;Primary School Teaching;Преподавание в младших классах
396821;Данные в процессе проверки;R99;False;Oil and gas mining;Добыча нефти и газа
396964;Данные в процессе проверки;R95;False;Manufacturing Process Engineer;Инженер-технолог машиностроения
397141;Данные в процессе проверки;R1;False;Video Production;Видеопроизводство
397170;Данные в процессе проверки;29;True;Hairdressing;Парикмахерское искусство
397439;Данные подтверждены;15;True;Plumbing and Heating;Сантехника и отопление
397993;Данные в процессе проверки;R98;False;;Ремонт механического оборудования
399028;Данные подтверждены;R4;False;Preschool Education;Дошкольное воспитание
399131;Данные подтверждены;05;True;Mechanical Engineering CAD;Инженерный дизайн CAD
400527;Данные подтверждены;29;True;Hairdressing;Парикмахерское искусство
400839;Данные подтверждены;20;True;Bricklaying;Кирпичная кладка
400978;Данные в процессе проверки;R95;False;Manufacturing Process Engineer;Инженер-технолог машиностроения
401094;Данные в процессе проверки;F5;False;Machine learning and big data;Машинное обучение и большие данные
401400;Данные подтверждены;R91;False;Recruiting;Рекрутинг
401662;Данные подтверждены;R4;False;Preschool Education;Дошкольное воспитание
402070;Данные в процессе проверки;;;;
40216;Данные подтверждены;34;True;Cooking;Поварское дело
402753;Данные в процессе проверки;R58J;False;Excursion and Sightseeing Services;Организация экскурсионных услуг - Юниоры
403378;Данные подтверждены;57;False;Interior Design;Дизайн интерьера
403480;Данные подтверждены;35;True;Restaurant Service;Ресторанный сервис
404125;Данные в процессе проверки;R99;False;Oil and gas mining;Добыча нефти и газа
40504;Данные в процессе проверки;;;;
405105;Данные в процессе проверки;R9;False;Tourism;Туризм
405634;Данные в процессе проверки;;False;Без компетенции;Без компетенции
406240;Данные в процессе проверки;;False;Без компетенции;Без компетенции
406767;Данные подтверждены;R60;False;Geospatial Technologies;Геопространственные технологии
406773;Данные подтверждены;R56;False;Veterinary Medicine;Ветеринария
406959;Данные подтверждены;R11;True;Entrepreneurship;Предпринимательство
407017;Данные в процессе проверки;;;;
407298;Данные подтверждены;05;True;Mechanical Engineering CAD;Инженерный дизайн CAD
407731;Данные в процессе проверки;;;;
407939;Данные в процессе проверки;R90;False;Passenger Transport operation;Управление пассажирским транспортом
408027;Данные в процессе проверки;T66;False;Military Robotics;Военная робототехника
408591;Данные подтверждены;R91;False;Recruiting;Рекрутинг
408954;Данные подтверждены;;;;
409003;Данные в процессе проверки;;;;
409174;Данные подтверждены;05;True;Mechanical Engineering CAD;Инженерный дизайн CAD
409480;Данные в процессе проверки;R50;False;Life-cycle Management/ Program Management;Управление жизненным циклом/управление программой
409593;Данные подтверждены;29;True;Hairdressing;Парикмахерское искусство
410339;Данные подтверждены;06;True;CNC Turning;Токарные работы на станках с ЧПУ
410445;Данные в процессе проверки;;;;
410594;Данные в процессе проверки;;;;
410799;Данные подтверждены;;;;
411019;Данные в процессе проверки;36;True;Car Painting;Окраска автомобиля
411068;Данные в процессе проверки;;;;
411182;Данные в процессе проверки;R9;False;Tourism;Туризм
411431;Данные в процессе проверки;;;;
411568;Данные подтверждены;28;True;Floristry;Флористика
411661;Данные в процессе проверки;R99;False;Oil and gas mining;Добыча нефти и газа
411899;Данные подтверждены;R4G;False;Preschool Education;Дошкольное воспитание - навыки мудрых
41194;Данные в процессе проверки;R23;False;Internet of things;Интернет вещей
412077;Данные в процессе проверки;R80;False;;Строительство и ремонт инфраструктурных объектов железнодорожного транспорта
412232;Данные в процессе проверки;R41;False;;Бухгалтерский учет
412509;Данные в процессе проверки;;;;
412633;Данные подтверждены;;;;
412752;Данные в процессе проверки;;;;
412937;Данные в процессе проверки;;;;
414279;Данные в процессе проверки;T48;False;;Банковское дело
414842;Данные подтверждены;T43;False;Apartment building operation and maintenance;Эксплуатация и обслуживание многоквартирного дома
415043;Данные подтверждены;35;True;Restaurant Service;Ресторанный сервис
415104;Данные в процессе проверки;R14;False;Ossetian Pies Baking;Выпечка осетинских пирогов
415192;Данные подтверждены;16;True;Electronics;Электроника
415221;Данные в процессе проверки;R84;True;Water Technology;Водные технологии
415522;Данные в процессе проверки;41;True;Health and Social Care;Медицинский и социальный уход
415939;Данные подтверждены;R21;False;Primary School Teaching;Преподавание в младших классах
415998;Данные в процессе проверки;16;True;Electronics;Электроника
416078;Данные в процессе проверки;16;True;Electronics;Электроника
416218;Данные в процессе проверки;T11G;False;Law enforcement (police officer);Правоохранительная деятельность (Полицейский) - навыки мудрых
416729;Данные в процессе проверки;R21;False;Primary School Teaching;Преподавание в младших классах
417055;Данные в процессе проверки;R41;False;;Бухгалтерский учет
418075;Данные в процессе проверки;;;;
418112;Данные в процессе проверки;33;True;Automobile Technology;Ремонт и обслуживание легковых автомобилей
418156;Данные подтверждены;;;;
418846;Данные подтверждены;R71;False;IT Software Solutions for Business on the “1C:Enterprise 8” platform;"ИТ-решения для бизнеса на платформе ""1С: Предприятие 8"""
418987;Данные в процессе проверки;R1;False;Video Production;Видеопроизводство
41936;Данные в процессе проверки;T21;False;Truck Driver;Водитель грузовика
419506;Данные в процессе проверки;E57;True;Hotel receptioning;Администрирование отеля
419647;Данные подтверждены;;;;
419690;Данные в процессе проверки;;;;
420269;Данные в процессе проверки;R46;False;Robot Systems Integration;Промышленная робототехника
420664;Данные в процессе проверки;R43;False;;Офисные технологии для бизнеса
420717;Данные в процессе проверки;;;;
420854;Данные в процессе проверки;;;;
421678;Данные в процессе проверки;R46;False;Robot Systems Integration;Промышленная робототехника
421747;Данные в процессе проверки;48;True;Industrial Mechanics Millwright;Промышленная механика и монтаж
422082;Данные подтверждены;;;;
42224;Данные подтверждены;17;True;Web Design and Development;Веб-дизайн и разработка
422277;Данные в процессе проверки;;;;
422733;Данные в процессе проверки;;False;Без компетенции;Без компетенции
422815;Данные в процессе проверки;;;;
422832;Данные в процессе проверки;R24;False;;Программирование
423463;Данные в процессе проверки;R4;False;Preschool Education;Дошкольное воспитание
423589;Данные в процессе проверки;;False;Без компетенции;Без компетенции
423699;Данные в процессе проверки;40;True;Graphic Design Technology;Графический дизайн
424173;Данные в процессе проверки;;;;
424201;Данные подтверждены;R99;False;Oil and gas mining;Добыча нефти и газа
424570;Данные в процессе проверки;R56;False;Veterinary;Ветеринария
424865;Данные подтверждены;R11;True;Entrepreneurship;Предпринимательство
425;Данные в процессе проверки;17;True;Web Design and Development;Веб-дизайн и разработка
425051;Данные в процессе проверки;39;True;IT Network Systems Administration;Сетевое и системное администрирование
425053;Данные подтверждены;;;;
425226;Данные в процессе проверки;;;;
425551;Данные в процессе проверки;R1;False;Video Production;Видеопроизводство
42611;Данные в процессе проверки;;;;
426891;Данные в процессе проверки;T42;False;Tour Operation Management;Туроператорская деятельность
426897;Данные в процессе проверки;R71;False;IT Software Solutions for Business on the “1C:Enterprise 8” platform;"ИТ-решения для бизнеса на платформе ""1С: Предприятие 8"""
426981;Данные в процессе проверки;;;;
427536;Данные в процессе проверки;T28;False;Harvester Driving;Управление харвестером
427536;Данные в процессе проверки;24;True;Cabinetmaking;Производство мебели
427590;Данные в процессе проверки;26;True;Carpentry;Плотницкое дело
427825;Данные в процессе проверки;R95;False;Manufacturing Process Engineer;Инженер-технолог машиностроения
428374;Данные подтверждены;22;True;Painting and Decorating;Малярные и декоративные работы
428547;Данные в процессе проверки;;False;Без компетенции;Без компетенции
428651;Данные подтверждены;;;;
428840;Данные подтверждены;R60;False;Geospatial Technologies;Геопространственные технологии
428992;Данные подтверждены;40;True;Graphic Design Technology;Графический дизайн
429004;Данные в процессе проверки;R9;False;Tourism;Туризм
429476;Данные в процессе проверки;41J;False;Health and Social Care;Медицинский и социальный уход - Юниоры
430045;Данные подтверждены;34;True;Cooking;Поварское дело
430559;Данные в процессе проверки;E53;False;Agricultural Machinery andTractors Operation;Эксплуатация сельскохозяйственных машин
430915;Данные подтверждены;18;True;Electrical Installations;Электромонтаж
431712;Данные в процессе проверки;R25;False;Photography;Фотография
431712;Данные в процессе проверки;05;True;Mechanical Engineering CAD;Инженерный дизайн CAD
431712;Данные в процессе проверки;57;False;Interior Design;Дизайн интерьера
431712;Данные в процессе проверки;06;True;CNC Turning;Токарные работы на станках с ЧПУ
431712;Данные в процессе проверки;D3;True;Freight forwarding;Экспедирование грузов
431712;Данные в процессе проверки;R94;False;Engineering design;Инженерное проектирование
431712;Данные в процессе проверки;R34;False;;Архитектурный дизайн
431712;Данные в процессе проверки;40;True;Graphic Design Technology;Графический дизайн
431712;Данные в процессе проверки;R60;False;Geospatial Technologies;Геопространственные технологии
431712;Данные в процессе проверки;07;True;CNC Milling;Фрезерные работы на станках с ЧПУ
431712;Данные в процессе проверки;F1;False;Aerial Robotics;Эксплуатация беспилотных авиационных систем
432013;Данные в процессе проверки;R11;True;Entrepreneurship;Предпринимательство
432118;Данные в процессе проверки;15;True;Plumbing and Heating;Сантехника и отопление
432729;Данные подтверждены;01;True;Polymechanics and Automation;Полимеханика и автоматизация
43273;Данные подтверждены;R9;False;Tourism;Туризм
432966;Данные подтверждены;R21;False;Primary School Teaching;Преподавание в младших классах
433202;Данные подтверждены;10;True;Welding;Сварочные технологии
433443;Данные подтверждены;R6;False;Chemical Laboratory Technology;Лабораторный химический анализ
433869;Данные в процессе проверки;17;True;Web Design and Development;Веб-дизайн и разработка
434084;Данные в процессе проверки;R41;False;;Бухгалтерский учет
434315;Данные подтверждены;R42;False;Industrial Design Technology;Промышленный дизайн
434473;Данные подтверждены;41;True;Health and Social Care;Медицинский и социальный уход
435472;Данные в процессе проверки;R4;False;Preschool Education;Дошкольное воспитание
436241;Данные в процессе проверки;;;;
436746;Данные в процессе проверки;R34;False;;Архитектурный дизайн
436746;Данные в процессе проверки;D2;True;3D Digital Game Art;3D Моделирование для компьютерных игр
436871;Данные в процессе проверки;;;;
44513;Данные подтверждены;32;True;Patisserie and Confectionery;Кондитерское дело
44621;Данные в процессе проверки;;;;
44879;Данные в процессе проверки;;;;
44917;Данные в процессе проверки;;;;
4504;Данные в процессе проверки;R19;False;Primary and secondary school teaching;Преподавание в основной и средней школе
45092;Данные в процессе проверки;E57;True;Hotel receptioning;Администрирование отеля
45659;Данные в процессе проверки;;;;
46014;Данные в процессе проверки;R71;False;IT Software Solutions for Business on the “1C:Enterprise 8” platform;"ИТ-решения для бизнеса на платформе ""1С: Предприятие 8"""
